iter	Logloss
156	0.443672979
157	0.4430747184
158	0.4423246997
159	0.4417130364
160	0.4410369865
161	0.440678511
162	0.4401381891
163	0.439650617
164	0.4392729031
165	0.4388037878
166	0.4383070409
167	0.4378426689
168	0.4376037599
169	0.4375078325
170	0.436990018
171	0.4367131886
172	0.4363143215
173	0.4360776977
174	0.4354940676
175	0.4350037074
176	0.4345694264
177	0.4341608623
178	0.4339728397
179	0.4336661766
180	0.4333003899
181	0.4330697785
182	0.4327176277
183	0.4323588076
184	0.4322181864
185	0.4317490678
186	0.4314279649
187	0.4312411893
188	0.4309491262
189	0.4305902283
190	0.4302493531
191	0.4299691644
192	0.4298679644
193	0.4295702158
194	0.42917365
195	0.4288494216
196	0.4285340292
197	0.4280409167
198	0.4276244977
199	0.427254704
200	0.426933205
201	0.4265076818
202	0.4261773007
203	0.4257819728
204	0.4254178961
205	0.4250974737
206	0.4249107836
207	0.4245151148
208	0.4243825663
209	0.4241063364
210	0.4239694424
211	0.4236564054
212	0.4231844308
213	0.4230023237
214	0.4225252672
215	0.4223429305
216	0.4219977411
217	0.4217268152
218	0.4216502551
219	0.4213665124
220	0.4210664439
221	0.4207409384
222	0.4207071739
223	0.4204106391
224	0.4200975647
225	0.4197809219
226	0.4194209878
227	0.4192148964
228	0.4189350545
229	0.4187650623
230	0.4184884899
231	0.4182575377
232	0.4179211213
233	0.4176918342
234	0.4174602074
235	0.4170983301
236	0.4168776316
237	0.4166940324
238	0.4164540099
239	0.4161202229
240	0.4158673946
241	0.4156839773
242	0.4154171813
243	0.4152102888
244	0.4148315243
245	0.4144797913
246	0.4141989546
247	0.4140627327
248	0.4137127893
249	0.4135784865
250	0.4133583323
251	0.4129151296
252	0.4127643769
253	0.4125428773
254	0.4125036847
255	0.4122229588
256	0.4121651353
257	0.4119091952
258	0.4117900764
259	0.4114887747
260	0.4112975502
261	0.4112485908
262	0.4111044392
263	0.4107505475
264	0.4104307145
265	0.4102145777
266	0.4099670777
267	0.4097503642
268	0.4095015841
269	0.4090655686
270	0.4088711498
271	0.4087548078
272	0.408592859
273	0.408457144
274	0.4083895022
275	0.4082237982
276	0.4080824771
277	0.4076907036
278	0.4074292363
279	0.4072280129
280	0.4071727306
281	0.4069860967
282	0.4067442639
283	0.4065923593
284	0.4065807509
285	0.4063656656
286	0.4061774775
287	0.40579057
288	0.4054258637
289	0.4053022072
290	0.4052695268
291	0.4050395583
292	0.4049628963
293	0.4047237529
294	0.4045465665
295	0.4041891627
296	0.4040712782
297	0.4038546719
298	0.4037040857
299	0.4036177009
300	0.4034741507
301	0.4031573444
302	0.4028943866
303	0.4026651877
304	0.4024233408
305	0.4021367446
306	0.4019832374
307	0.4017866433
308	0.4015600012
309	0.4013421239
310	0.4011274396
311	0.4010510657
312	0.4007382404
313	0.4004595809
314	0.4002085884
315	0.4000433418
316	0.4000210162
317	0.3997973235
318	0.399607944
319	0.3994276419
320	0.3990724366
321	0.3987627553
322	0.398528116
323	0.3983662456
324	0.398128754
325	0.3979404945
326	0.3978736821
327	0.3974974798
328	0.3972549288
329	0.396991476
330	0.3967072205
331	0.3965786968
332	0.396253942
333	0.3959786773
334	0.395815392
335	0.3955345068
336	0.3952542034
337	0.3951429955
338	0.3948843714
339	0.3947777851
340	0.394612604
341	0.394483357
342	0.3942804891
343	0.3940746924
344	0.3938817527
345	0.3937307929
346	0.3935536627
347	0.3934566561
348	0.3931397167
349	0.3928375429
350	0.3925747589
351	0.39242948
352	0.3923014068
353	0.39219032
354	0.3919741695
355	0.3918349542
356	0.3917033914
357	0.3914790533
358	0.391263473
359	0.3910458742
360	0.3907979469
361	0.3907177897
362	0.3905065707
363	0.3902687029
364	0.3901146775
365	0.3898554777
366	0.3897655413
367	0.3895035083
368	0.3893697365
369	0.389134628
370	0.3890555995
371	0.3888510952
372	0.3888467268
373	0.3885862115
374	0.3883284263
375	0.388084253
376	0.3877980826
377	0.3876634416
378	0.3875589372
379	0.3874291088
380	0.3870170702
381	0.3868478157
382	0.3866590787
383	0.38643328
384	0.3862612017
385	0.386096776
386	0.3858938587
387	0.3857165306
388	0.3856226294
389	0.3853699353
390	0.3853081744
391	0.3851790053
392	0.3850942524
393	0.3849239363
394	0.38480541
395	0.384598966
396	0.3844337115
397	0.3843547371
398	0.3843520068
399	0.3841312286
400	0.3840764789
401	0.3839522827
402	0.3838082413
403	0.3835905221
404	0.3833193703
405	0.3831348396
406	0.38297581
407	0.3829735362
408	0.3829136486
409	0.3827742702
410	0.3826069648
411	0.3824230244
412	0.3822537443
413	0.3821492424
414	0.3820046502
415	0.3817968696
416	0.3815955539
417	0.3814353608
418	0.3812451744
419	0.3811361167
420	0.3810924742
421	0.3809542336
422	0.3808089565
423	0.3806366966
424	0.3805135995
425	0.3802755036
426	0.3802202958
427	0.3800696831
428	0.3797750021
429	0.3796133392
430	0.3793474773
431	0.3792129757
432	0.3791245342
433	0.3788912214
434	0.37880961
435	0.3786489911
436	0.3784697905
437	0.3783598401
438	0.3781902253
439	0.3779927998
440	0.3777786919
441	0.3776475376
442	0.3774934976
443	0.3773605714
444	0.3772738107
445	0.3771034835
446	0.3768479859
447	0.3767265744
448	0.3766783635
449	0.3764886782
450	0.3762423952
451	0.3761833831
452	0.3761134326
453	0.3759069699
454	0.3758164416
455	0.3756011533
456	0.3754619138
457	0.3752489204
458	0.3751806699
459	0.3749633138
460	0.3748929957
461	0.3746033516
462	0.3744320123
463	0.3742880095
464	0.3741967733
465	0.3739868133
466	0.3738892252
467	0.3737597767
468	0.3736379721
469	0.3735511113
470	0.373243475
471	0.3730620158
472	0.3730084547
473	0.3729040008
474	0.3727364176
475	0.3725454718
476	0.3723752604
477	0.3722755868
478	0.3721028163
479	0.3719790698
480	0.3717858839
481	0.3717698007
482	0.3715852315
483	0.3715692979
484	0.3715543222
485	0.3715248298
486	0.3713551601
487	0.3711702492
488	0.371043465
489	0.3709464602
490	0.3707495666
491	0.3705539791
492	0.3705017123
493	0.3702831909
494	0.3701943896
495	0.3699891098
496	0.3698866284
497	0.3697704207
498	0.3695985844
499	0.3693989626
500	0.3692200446
501	0.3691507562
502	0.3690011278
503	0.3689460529
504	0.3687670411
505	0.3685048132
506	0.3682817862
507	0.3681845153
508	0.3680128886
509	0.3679423009
510	0.3676665309
511	0.3675565192
512	0.3674487341
513	0.3672784899
514	0.3671800926
515	0.3670034464
516	0.3668626745
517	0.366774199
518	0.3666537627
519	0.3663877641
520	0.3663109174
521	0.3661264987
522	0.3659581911
523	0.3657555323
524	0.3657005916
525	0.3655666425
526	0.3654963555
527	0.3654085001
528	0.3653470933
529	0.3652311894
530	0.3650649692
531	0.3649714083
532	0.3647972449
533	0.364754332
534	0.3646329568
535	0.3645238462
536	0.3644364631
537	0.3642420698
538	0.3641555513
539	0.3640918814
540	0.363936265
541	0.3639257945
542	0.3637537337
543	0.3636926512
544	0.3635542629
545	0.3633661898
546	0.3631513643
547	0.3629443934
548	0.3627782402
549	0.3625772047
550	0.3624979297
551	0.3623449503
552	0.3622601867
553	0.3621638528
554	0.3620797616
555	0.3619251987
556	0.3617759204
557	0.361655964
558	0.3615203747
559	0.3614068359
560	0.3612158427
561	0.3611219263
562	0.3610252071
563	0.360707275
564	0.3605106215
565	0.3603054631
566	0.3601611084
567	0.360106342
568	0.3600569968
569	0.3600059843
570	0.3599438732
571	0.3598058041
572	0.3596699659
573	0.3595118875
574	0.3593339726
575	0.3591295309
576	0.3590531631
577	0.3589315457
578	0.3588150495
579	0.3587462394
580	0.3587269434
581	0.3585410893
582	0.3584507058
583	0.3582296155
584	0.3581353152
585	0.3579789588
586	0.3578018303
587	0.3577033458
588	0.3575780749
589	0.3574194444
590	0.3572593387
591	0.3571980655
592	0.3570159721
593	0.356936332
594	0.3567599486
595	0.356659346
596	0.356502488
597	0.3564488356
598	0.3563414135
599	0.3563342484
600	0.3561879504
601	0.3559858278
602	0.3559174967
603	0.3557444532
604	0.3555818543
605	0.3555389565
606	0.3553436901
607	0.3551991453
608	0.3551278199
609	0.3550213664
610	0.354943846
611	0.3547983087
612	0.3546934982
613	0.3544648114
614	0.3542724443
615	0.3542088352
616	0.353983185
617	0.353797985
618	0.353697312
619	0.3535257789
620	0.3534244881
621	0.3533638429
622	0.3532690689
623	0.3530564793
624	0.3528838179
625	0.3528253616
626	0.3528045037
627	0.3526752362
628	0.3525342124
629	0.3524104456
630	0.3522158016
631	0.3520588009
632	0.351939558
633	0.3517689262
634	0.3516989638
635	0.3516167837
636	0.3514600295
637	0.3512962098
638	0.3511342535
639	0.3510197835
640	0.3508299324
641	0.3506843604
642	0.350567304
643	0.3504729591
644	0.3503396138
645	0.3501948048
646	0.3501451294
647	0.3500045753
648	0.3498902443
649	0.3497664842
650	0.349673435
651	0.3495309004
652	0.3493887538
653	0.349310233
654	0.3492009519
655	0.3490984711
656	0.3489266747
657	0.3487416757
658	0.3486853422
659	0.3484735132
660	0.3483677051
661	0.3481373126
662	0.3480761345
663	0.3478743647
664	0.3477678877
665	0.347649826
666	0.3475966127
667	0.3475074172
668	0.3474591701
669	0.3473780131
670	0.3472662672
671	0.3471937597
672	0.3470876161
673	0.3470298598
674	0.3468909118
675	0.3467440619
676	0.3466258556
677	0.3464877793
678	0.3464817905
679	0.3464106521
680	0.3462419193
681	0.3461057939
682	0.3459227597
683	0.3458266246
684	0.3456728859
685	0.3456030394
686	0.3454042002
687	0.3452852233
688	0.3452108269
689	0.3450087143
690	0.3448663393
691	0.3447257264
692	0.344544185
693	0.3443660907
694	0.3442616897
695	0.3441750704
696	0.3441326771
697	0.3439770286
698	0.3437917765
699	0.343691016
700	0.3435994409
701	0.3435414071
702	0.3433470462
703	0.3432020661
704	0.3430584829
705	0.3429558963
706	0.3428526614
707	0.3427307542
708	0.3425508393
709	0.3425444181
710	0.3424126859
711	0.342190314
712	0.3420875344
713	0.3419434765
714	0.3418561624
715	0.3417807533
716	0.3417382051
717	0.3416132486
718	0.341465634
719	0.3414301015
720	0.341282084
721	0.3411532297
722	0.3410955589
723	0.3410818767
724	0.3409617016
725	0.3407887453
726	0.3407825256
727	0.3406621139
728	0.3405020349
729	0.3403610243
730	0.3402278111
731	0.3401186413
732	0.3400003125
733	0.3399842688
734	0.3398205186
735	0.3397401872
736	0.3395522107
737	0.339341812
738	0.3391949796
739	0.3390613443
740	0.3389261576
741	0.3388325625
742	0.3386272339
743	0.3385676758
744	0.3385159279
745	0.338395195
746	0.3382156344
747	0.3379661617
748	0.337730499
749	0.3376655976
750	0.3376416054
751	0.3375607229
752	0.3374382651
753	0.3373633184
754	0.3372113066
755	0.3370976612
756	0.3369011566
757	0.3367543624
758	0.3366715688
759	0.3366162259
760	0.3364023714
761	0.3362898483
762	0.336167223
763	0.3360054696
764	0.3358781776
765	0.335716084
766	0.3356166839
767	0.3355244313
768	0.3354720414
769	0.3353592219
770	0.3352598852
771	0.3351526083
772	0.3351089922
773	0.3350469612
774	0.3349255481
775	0.3347710194
776	0.334714799
777	0.3346314805
778	0.3345316502
779	0.3342976683
780	0.3341961085
781	0.334066297
782	0.3338316962
783	0.3335846191
784	0.3334753759
785	0.3333815715
786	0.3332400747
787	0.3331726124
788	0.3330425417
789	0.3328650721
790	0.3326854776
791	0.3325562533
792	0.332420702
793	0.3322338082
794	0.3321779118
795	0.3320884025
796	0.3319571273
797	0.3318305451
798	0.3317806239
799	0.3316828455
800	0.3315358367
801	0.331530978
802	0.3313872436
803	0.3312850228
804	0.3311650595
805	0.3309700763
806	0.3308455064
807	0.3307395486
808	0.3305714673
809	0.330451166
810	0.3302983863
811	0.330233251
812	0.3302202154
813	0.3300095674
814	0.3298520878
815	0.3297348402
816	0.3297137278
817	0.3296320626
818	0.3294534498
819	0.329300774
820	0.3292311557
821	0.3291927561
822	0.3291212822
823	0.3290385419
824	0.3290003798
825	0.3288330662
826	0.3287521139
827	0.3286229872
828	0.3284103938
829	0.3282571907
830	0.3280425727
831	0.3278280558
832	0.3276105657
833	0.3274427097
834	0.3273572285
835	0.3272061764
836	0.3270249222
837	0.3268542009
838	0.3266810055
839	0.3265318832
840	0.3264774568
841	0.3263746133
842	0.3262312293
843	0.3261732406
844	0.3260426307
845	0.3258035222
846	0.3257101596
847	0.3255931964
848	0.3253486886
849	0.3252307785
850	0.3250940368
851	0.3250071849
852	0.3248427462
853	0.3246516245
854	0.3245969671
855	0.3244404047
856	0.3243655798
857	0.3242528182
858	0.3240929959
859	0.3239180627
860	0.3237855235
861	0.3236867983
862	0.3235031389
863	0.3234234417
864	0.3232612121
865	0.3231584833
866	0.3230300144
867	0.322881814
868	0.3228021899
869	0.3227248254
870	0.3226032295
871	0.3225327917
872	0.3223523566
873	0.3222647846
874	0.3221387709
875	0.3220332162
876	0.3218577861
877	0.3217163943
878	0.3215577881
879	0.3213724856
880	0.3212162093
881	0.3211477508
882	0.3210351038
883	0.3208614458
884	0.320772888
885	0.3206162867
886	0.3205168288
887	0.3204098618
888	0.3202533579
889	0.3201727787
890	0.3199740708
891	0.3198996892
892	0.3197648226
893	0.3196645294
894	0.3195757722
895	0.3195117486
896	0.3194268736
897	0.3192700765
898	0.3190905631
899	0.3189947122
900	0.318950037
901	0.3187133746
902	0.3186369714
903	0.3185009808
904	0.3183680287
905	0.3182656159
906	0.318156538
907	0.3180703601
908	0.317948513
909	0.3178688839
910	0.3177292517
911	0.3176314293
912	0.3175535192
913	0.3174745484
914	0.3172857867
915	0.3170342724
916	0.3168450529
917	0.3167263844
918	0.3165113777
919	0.316455022
920	0.3163572799
921	0.3162862301
922	0.3162127568
923	0.3160315263
924	0.3159573191
925	0.3159022812
926	0.3158557537
927	0.3157364479
928	0.3156234585
929	0.3155223067
930	0.3154536427
931	0.3153539348
932	0.315311004
933	0.3151962792
934	0.3150553728
935	0.3149635083
936	0.3148362136
937	0.3147829957
938	0.3146472502
939	0.3144878442
940	0.3143957373
941	0.3143523943
942	0.3142787221
943	0.3141339548
944	0.3140779363
945	0.3139798089
946	0.3138265795
947	0.3137119276
948	0.3135963876
949	0.313457753
950	0.3133407749
951	0.3131541309
952	0.313103864
953	0.3129097232
954	0.3127130077
955	0.3125625727
956	0.3124071071
957	0.3121980879
958	0.3121142167
959	0.3120350135
960	0.3119562616
961	0.311896281
962	0.3117512466
963	0.3116557188
964	0.3114951819
965	0.3112619046
966	0.3111949951
967	0.311125214
968	0.3110429174
969	0.3109719585
970	0.3109101266
971	0.3107659566
972	0.3106818544
973	0.3104475461
974	0.3103505053
975	0.3102522229
976	0.3101860979
977	0.3100358282
978	0.3099333619
979	0.3097859668
980	0.309725624
981	0.3096821045
982	0.3094803553
983	0.3094235898
984	0.3093684575
985	0.3092505634
986	0.3091701966
987	0.3090594888
988	0.3088680333
989	0.3088022105
990	0.3086950058
991	0.3086366498
992	0.3085088426
993	0.3084402068
994	0.3082691619
995	0.3082296758
996	0.3081578078
997	0.3080302811
998	0.3079693433
999	0.3079228398
