iter	Logloss
488	0.1112296815
489	0.1112010642
490	0.1111636751
491	0.1111121254
492	0.1110769564
493	0.1110416416
494	0.1110172675
495	0.1109984287
496	0.1109403938
497	0.1109113433
498	0.1108694742
499	0.110842034
500	0.1108081632
501	0.1107731196
502	0.1107139884
503	0.1106670427
504	0.1106493199
505	0.1106101344
506	0.1105450587
507	0.1105009507
508	0.110464102
509	0.1104207187
510	0.1103772605
511	0.1103424618
512	0.1103070984
513	0.1102877814
514	0.1102528668
515	0.1102211888
516	0.1101680147
517	0.1101417194
518	0.1101097214
519	0.1100914046
520	0.1100507017
521	0.1100224566
522	0.1099795039
523	0.1099328075
524	0.1098816226
525	0.1098230917
526	0.1098058413
527	0.1097756882
528	0.1097349702
529	0.1096827034
530	0.1096104091
531	0.1095716958
532	0.1095486647
533	0.1095058858
534	0.1094474535
535	0.109421253
536	0.1093767249
537	0.1093373194
538	0.109289275
539	0.109230803
540	0.1091857157
541	0.1091613934
542	0.1091267372
543	0.1090955573
544	0.1090866973
545	0.1090715026
546	0.1090109685
547	0.1089843703
548	0.108963777
549	0.108948586
550	0.1089144686
551	0.108844364
552	0.1088256624
553	0.1087906521
554	0.1087529479
555	0.1086972453
556	0.1086435422
557	0.1086245021
558	0.1085722256
559	0.1085154403
560	0.108492406
561	0.10844478
562	0.1083880018
563	0.1083369327
564	0.1082981958
565	0.1082855658
566	0.1082479918
567	0.1082151704
568	0.1081591069
569	0.1081527317
570	0.1081115381
571	0.1080756263
572	0.1080516378
573	0.1080328889
574	0.1079997118
575	0.1079545049
576	0.1079242739
577	0.1078904286
578	0.1078769675
579	0.1078520491
580	0.1078096597
581	0.107765141
582	0.1077260742
583	0.1077079689
584	0.1076625436
585	0.107628566
586	0.1075967036
587	0.1075859846
588	0.1075379237
589	0.1075032881
590	0.1074743102
591	0.1074214742
592	0.107362542
593	0.1073120559
594	0.1072668971
595	0.1072272461
596	0.1071665993
597	0.1071404039
598	0.1070832615
599	0.1070651315
600	0.1070479393
601	0.1070017305
602	0.1069719217
603	0.1069417858
604	0.1069209115
605	0.1068670652
606	0.1068462787
607	0.1068133106
608	0.1067921492
609	0.1067728514
610	0.1067580263
611	0.1067448785
612	0.1067082542
613	0.1066778865
614	0.1066044512
615	0.1065566973
616	0.1065367985
617	0.1064991941
618	0.106475377
619	0.106437424
620	0.1064290693
621	0.1064069019
622	0.1063764346
623	0.1063463833
624	0.106305431
625	0.1062452517
626	0.1062326777
627	0.1061904956
628	0.1061396498
629	0.1061114698
630	0.1060961512
631	0.1060452979
632	0.106018264
633	0.1059954555
634	0.1059727267
635	0.1059189618
636	0.1059112105
637	0.1058718314
638	0.1058547861
639	0.1058162433
640	0.1057820401
641	0.1057679794
642	0.1057219796
643	0.1057069464
644	0.10564317
645	0.10560108
646	0.1055871042
647	0.1055551682
648	0.10550799
649	0.105453682
650	0.1054178384
651	0.1053827886
652	0.105352161
653	0.1052886467
654	0.1052595185
655	0.1052296668
656	0.1051695441
657	0.1051326456
658	0.1051048281
659	0.1050770332
660	0.1050575882
661	0.1049986983
662	0.1049672304
663	0.1049575969
664	0.1049294359
665	0.1048992142
666	0.1048685299
667	0.10485436
668	0.1048369665
669	0.1048115424
670	0.1047641658
671	0.1047448892
672	0.1047087479
673	0.1047006268
674	0.104674382
675	0.104640506
676	0.1045876995
677	0.104543398
678	0.1045174299
679	0.1044740903
680	0.1044332464
681	0.1044167255
682	0.1044006941
683	0.104382231
684	0.1043480763
685	0.1042941454
686	0.1042716688
687	0.1042428305
688	0.1042115365
689	0.1042034126
690	0.104160945
691	0.1041415298
692	0.1041174848
693	0.1040911965
694	0.1040808851
695	0.1040518576
696	0.1040219926
697	0.1040116815
698	0.1039840816
699	0.1039450153
700	0.1039295552
701	0.1038948642
702	0.1038554453
703	0.1038233404
704	0.1037729941
705	0.103716077
706	0.103703992
707	0.1036766901
708	0.103639829
709	0.1036019377
710	0.1035878277
711	0.1035573239
712	0.1035293492
713	0.1035179442
714	0.1035015755
715	0.103466046
716	0.1034369797
717	0.1034147694
718	0.1033939773
719	0.1033652443
720	0.1033234804
721	0.1033010177
722	0.1032793505
723	0.1032597821
724	0.1032343707
725	0.1031860204
726	0.1031430085
727	0.1031231025
728	0.1030983913
729	0.1030767613
730	0.1030456459
731	0.1030073262
732	0.1029779167
733	0.1029714561
734	0.1029313472
735	0.1029138419
736	0.1028937619
737	0.1028436536
738	0.1028183397
739	0.1027862902
740	0.1027218547
741	0.1026879672
742	0.1026727202
743	0.1026615992
744	0.1026484783
745	0.1026391144
746	0.1025874941
747	0.1025479563
748	0.1025245126
749	0.1024765732
750	0.1024528792
751	0.1024205158
752	0.1024082125
753	0.1023756493
754	0.1023485325
755	0.1023168995
756	0.1022941118
757	0.1022764688
758	0.1022682919
759	0.1022432135
760	0.1021888889
761	0.1021561463
762	0.1021354426
763	0.1021116157
764	0.1020776485
765	0.1020571988
766	0.102042225
767	0.1020148773
768	0.1019771143
769	0.1019237244
770	0.1018950081
771	0.1018717156
772	0.1018630813
773	0.1018364933
774	0.1018206578
775	0.1017913426
776	0.1017708732
777	0.1017568078
778	0.1017435143
779	0.1017201873
780	0.1016803584
781	0.101631996
782	0.1015951698
783	0.10156026
784	0.1015326135
785	0.1015184148
786	0.1014964917
787	0.1014734883
788	0.101443745
789	0.1013997083
790	0.1013747206
791	0.1013487752
792	0.1013392434
793	0.1012950885
794	0.1012694875
795	0.1012159997
796	0.1011771384
797	0.1011421073
798	0.1011044886
799	0.1010896233
800	0.101063565
801	0.1010140929
802	0.1009847837
803	0.1009649868
804	0.1009223165
805	0.100900962
806	0.1008696715
807	0.1008487099
808	0.1008185793
809	0.1007766526
810	0.1007441987
811	0.1007330321
812	0.1007051812
813	0.1006762865
814	0.100655013
815	0.1006269629
816	0.1005895699
817	0.100561992
818	0.1005390382
819	0.100527416
820	0.1004918707
821	0.1004590806
822	0.1004350495
823	0.1004264131
824	0.1003992454
825	0.1003662131
826	0.1003219509
827	0.100301868
828	0.10026019
829	0.1002274745
830	0.1001875842
831	0.1001631762
832	0.1001203141
833	0.1001069851
834	0.1000746704
835	0.1000493819
836	0.1000230578
837	0.1000022835
838	0.09995519595
839	0.09989892506
840	0.09986649702
841	0.0998458733
842	0.09983255315
843	0.09980773292
844	0.09975578708
845	0.09972162093
846	0.09964166683
847	0.09959508382
848	0.09957781797
849	0.09953512467
850	0.09951166457
851	0.09948992415
852	0.09945965874
853	0.09943556723
854	0.09938584519
855	0.09936539232
856	0.09934178138
857	0.09930173761
858	0.09928034338
859	0.09926177613
860	0.09921463473
861	0.09919616807
862	0.09914206886
863	0.09909132755
864	0.09907463166
865	0.09903823558
866	0.09900198671
867	0.09897221119
868	0.09894459409
869	0.09889702587
870	0.0988711794
871	0.09882908794
872	0.09879118228
873	0.09875848852
874	0.09874796244
875	0.09870846206
876	0.09868248259
877	0.09866217093
878	0.09863572642
879	0.09859810419
880	0.098561584
881	0.09853532378
882	0.09851738053
883	0.09847943956
884	0.09845242529
885	0.09841881875
886	0.09836188035
887	0.09834062694
888	0.09825361015
889	0.09822904412
890	0.09819907268
891	0.09816740572
892	0.09810647194
893	0.09807877839
894	0.09805038088
895	0.09802612318
896	0.09800954799
897	0.0979717151
898	0.09793602023
899	0.09791482719
900	0.09789953305
901	0.0978598259
902	0.09783593609
903	0.09780595395
904	0.09775569942
905	0.09771713744
906	0.09769293846
907	0.09765915398
908	0.09763414321
909	0.09760093756
910	0.09758300167
911	0.09756427794
912	0.09752942322
913	0.0975012706
914	0.09747244876
915	0.09745498655
916	0.09742251829
917	0.097394809
918	0.09735318459
919	0.09731704968
920	0.09730558266
921	0.09728858804
922	0.0972737526
923	0.09723025659
924	0.09721178154
925	0.09718811592
926	0.09716677429
927	0.09712534188
928	0.09711131397
929	0.0970833065
930	0.0970689999
931	0.09703576558
932	0.09701344424
933	0.09698604292
934	0.09696555252
935	0.09694621076
936	0.09689843706
937	0.09688708864
938	0.09687013497
939	0.09685445908
940	0.09683738054
941	0.09681094467
942	0.09678749115
943	0.09676272381
944	0.09674911903
945	0.09669386619
946	0.09666833545
947	0.09665232286
948	0.0966365559
949	0.09661492361
950	0.09657244508
951	0.09656072556
952	0.09653275949
953	0.09648720303
954	0.09644614803
955	0.0964245222
956	0.09640114451
957	0.09635834785
958	0.09634477591
959	0.09629448424
960	0.09625156383
961	0.09619015788
962	0.09615912332
963	0.0961462273
964	0.09613580755
965	0.09609372705
966	0.09605745462
967	0.09601589753
968	0.09598476228
969	0.09595442706
970	0.09593537439
971	0.09591270502
972	0.09588960327
973	0.09586104185
974	0.09584667435
975	0.09580687
976	0.09577492055
977	0.09575434493
978	0.09572044021
979	0.09571346249
980	0.09568260043
981	0.09565911949
982	0.0956027865
983	0.0955726327
984	0.09555270201
985	0.09553556541
986	0.09552425013
987	0.0954765872
988	0.09543702999
989	0.09539700116
990	0.09538242715
991	0.09535849772
992	0.09533289836
993	0.09529408373
994	0.09526128003
995	0.09523420957
996	0.09520877388
997	0.0951797476
998	0.09515926022
999	0.09512616545
